transformador_id,lat,lon,region,densidad_poblacional,temperatura_actual,dias_desde_mantenimiento,antiguedad_anios,capacidad_kva,hogares_estimados,carga_estimada_kw,porcentaje_carga,fallas_ultimos_12_meses,riesgo_score_simulado,riesgo_clase,requiere_revision,riesgo_predicho,probabilidad_alto,probabilidad_bajo,probabilidad_medio,probabilidad_maxima
TR-00457,-34.7438381911601,-58.3262685598312,Provincia,14099.0,36.9,402,18,400,152,229.6,0.624,2,0.484,Medio,1,Medio,0.2276,0.0522,0.7202,0.7202
TR-00458,-34.7136027241285,-58.3014973190952,Provincia,7472.0,31.8,240,15,500,112,154.3,0.335,2,0.283,Bajo,0,Bajo,0.0556,0.8202,0.1242,0.8202
TR-00459,-34.8092247207973,-58.2127003968043,Provincia,12556.0,27.8,348,15,250,139,167.1,0.727,1,0.237,Medio,1,Medio,0.0587,0.089,0.8522,0.8522
TR-00460,-34.9234942602735,-58.6577520354605,Provincia,8272.0,27.6,291,4,500,165,281.3,0.612,0,0.193,Bajo,0,Bajo,0.0291,0.8251,0.1458,0.8251
TR-00461,-34.8248634829122,-58.4052452268135,Provincia,10089.0,29.7,365,17,800,111,155.1,0.211,0,0.231,Medio,1,Medio,0.0,0.0851,0.9149,0.9149
TR-00462,-34.8254222956297,-58.4120328241526,Provincia,5026.0,29.5,355,12,400,63,62.9,0.171,0,0.199,Medio,1,Medio,0.0,0.0929,0.9071,0.9071
TR-00463,-34.7321473837978,-58.2808814972182,Provincia,4639.0,33.2,249,13,250,95,145.7,0.633,0,0.278,Bajo,0,Bajo,0.0088,0.8797,0.1114,0.8797
TR-00464,-34.8242324844412,-58.4068472968232,Provincia,8579.0,29.9,319,21,500,116,161.0,0.35,1,0.266,Medio,1,Medio,0.0059,0.0862,0.9078,0.9078
TR-00465,-34.829634905528,-58.3904583796927,Provincia,10166.0,31.5,300,9,315,112,165.9,0.572,1,0.28,Medio,1,Medio,0.0499,0.3362,0.6139,0.6139
TR-00466,-34.7139080483358,-58.3017483126504,Provincia,7321.0,31.2,252,23,160,167,197.5,1.342,2,0.416,Medio,1,Medio,0.2586,0.1026,0.6387,0.6387
TR-00467,-34.8130164889491,-58.3510214895324,Provincia,3341.0,32.3,227,24,315,44,52.2,0.18,1,0.308,Bajo,0,Bajo,0.021,0.8517,0.1273,0.8517
TR-00468,-34.9117283984038,-58.6267098632412,Provincia,3119.0,37.9,504,19,800,61,62.3,0.085,1,0.459,Medio,1,Medio,0.0276,0.0696,0.9028,0.9028
TR-00469,-34.9286631376807,-58.6257112108137,Provincia,2919.0,35.8,252,7,400,59,80.1,0.218,1,0.286,Bajo,0,Bajo,0.0752,0.6633,0.2615,0.6633
TR-00470,-34.83625453215,-58.4399670906166,Provincia,1897.0,33.8,339,1,630,69,69.3,0.12,0,0.207,Medio,1,Medio,0.0043,0.1084,0.8873,0.8873
TR-00471,-34.8119702149956,-58.3570575043393,Provincia,7528.0,32.2,487,22,400,130,269.9,0.733,1,0.39,Medio,1,Medio,0.0345,0.0642,0.9012,0.9012
TR-00472,-34.8353649219421,-58.2134245028027,Provincia,10575.0,32.3,319,15,400,134,218.1,0.593,0,0.25,Medio,1,Medio,0.019,0.0721,0.9089,0.9089
TR-00473,-35.0459853353088,-58.7442299344153,Provincia,7160.0,34.7,312,9,160,106,133.4,0.906,2,0.422,Medio,1,Medio,0.1637,0.0521,0.7842,0.7842
TR-00474,-34.8483002143523,-58.4706339292548,Provincia,500.0,35.6,253,22,500,29,44.3,0.096,0,0.283,Bajo,0,Bajo,0.0192,0.7635,0.2173,0.7635
TR-00475,-34.7624826055128,-58.2339874671432,Provincia,6628.0,30.8,302,8,250,127,170.9,0.743,0,0.232,Medio,1,Medio,0.0558,0.1922,0.7519,0.7519
TR-00476,-34.7596907258383,-58.2746539301637,Provincia,6712.0,33.8,219,11,400,80,102.4,0.278,1,0.295,Bajo,0,Bajo,0.014,0.8523,0.1337,0.8523
TR-00477,-34.9494873543131,-58.6171870345909,Provincia,13488.0,27.2,715,18,315,240,280.4,0.968,1,0.38,Medio,1,Medio,0.1291,0.114,0.757,0.757
TR-00478,-34.7761207430005,-58.2375564362314,Provincia,2829.0,34.4,126,6,315,44,53.6,0.185,1,0.193,Bajo,0,Bajo,0.0253,0.8308,0.1438,0.8308
TR-00479,-34.9525256702634,-58.6346282033138,Provincia,6028.0,36.1,234,13,400,101,172.5,0.469,1,0.335,Medio,1,Bajo,0.056,0.6202,0.3239,0.6202
TR-00480,-34.8367188749474,-58.2189477137082,Provincia,12318.0,32.8,321,22,160,147,217.5,1.478,0,0.403,Medio,1,Medio,0.2048,0.0343,0.7609,0.7609
TR-00481,-34.8055311648664,-58.4093387404508,Provincia,8550.0,39.5,312,15,315,98,205.1,0.708,0,0.412,Medio,1,Medio,0.1507,0.076,0.7733,0.7733
TR-00482,-34.8113844127079,-58.2069961263033,Provincia,8890.0,30.9,218,23,1000,113,143.8,0.156,0,0.237,Bajo,0,Bajo,0.003,0.9099,0.0871,0.9099
TR-00483,-34.906978422039,-58.466613695039,Provincia,7544.0,34.4,104,22,160,95,147.5,1.002,0,0.313,Medio,1,Medio,0.1123,0.1562,0.7315,0.7315
TR-00484,-34.9330690077931,-58.5934609099737,Provincia,8190.0,33.6,137,14,315,116,186.3,0.643,0,0.236,Bajo,0,Bajo,0.0409,0.7822,0.1769,0.7822
TR-00485,-34.8542058348911,-58.4091735598117,Provincia,9533.0,33.4,275,1,315,118,174.5,0.602,0,0.24,Bajo,0,Bajo,0.0179,0.8841,0.0981,0.8841
TR-00486,-34.7132570420194,-58.2463529769415,Provincia,4772.0,33.3,88,6,315,103,110.6,0.382,0,0.201,Bajo,0,Bajo,0.0204,0.9099,0.0697,0.9099
TR-00487,-34.6582664242229,-58.3383789594995,CABA,11772.0,34.8,145,19,500,150,233.4,0.507,0,0.287,Bajo,0,Bajo,0.0112,0.7095,0.2793,0.7095
TR-00488,-34.7789843251098,-58.236797590972,Provincia,3081.0,36.4,417,3,315,43,64.0,0.221,0,0.286,Medio,1,Medio,0.0374,0.0834,0.8791,0.8791
TR-00489,-34.8323503006982,-58.4243930077053,Provincia,8185.0,38.1,357,12,400,117,175.2,0.476,0,0.334,Medio,1,Medio,0.0514,0.0681,0.8805,0.8805
TR-00490,-35.0018235887933,-58.7188422653492,Provincia,7736.0,33.7,389,16,500,146,201.1,0.437,0,0.328,Medio,1,Medio,0.0065,0.0809,0.9125,0.9125
TR-00491,-34.8403491171143,-58.4513556608272,Provincia,5351.0,36.3,90,24,315,98,157.1,0.542,2,0.347,Medio,1,Medio,0.0869,0.3207,0.5924,0.5924
TR-00492,-34.8365543530228,-58.4920156143835,Provincia,7132.0,31.5,222,10,800,111,176.0,0.239,0,0.276,Bajo,0,Bajo,0.0001,0.9607,0.0392,0.9607
TR-00493,-34.8309924501629,-58.4027819912,Provincia,5332.0,36.2,154,9,1000,57,83.6,0.091,2,0.319,Bajo,0,Bajo,0.0623,0.7207,0.2169,0.7207
TR-00494,-34.8206005795413,-58.2828886531042,Provincia,3985.0,31.3,113,14,250,48,43.8,0.19,0,0.129,Bajo,0,Bajo,0.0,0.9375,0.0625,0.9375
TR-00495,-34.9253755961085,-58.6461529603294,Provincia,6139.0,37.2,201,16,315,70,107.8,0.372,3,0.41,Alto,1,Alto,0.9309,0.031,0.038,0.9309
TR-00496,-34.8414897056621,-58.4819863701788,Provincia,3888.0,40.8,482,13,250,108,149.5,0.65,2,0.523,Alto,1,Alto,0.7213,0.0379,0.2408,0.7213
TR-00497,-34.8334466316249,-58.4422976566582,Provincia,8168.0,33.3,541,21,250,140,246.7,1.073,0,0.391,Medio,1,Medio,0.1632,0.0416,0.7951,0.7951
TR-00498,-34.920543200345,-58.6785753729235,Provincia,3750.0,26.7,164,8,400,52,71.5,0.194,1,0.088,Bajo,0,Bajo,0.0201,0.8863,0.0936,0.8863
TR-00499,-34.8406733859143,-58.4864207125986,Provincia,9336.0,31.9,260,15,400,126,145.5,0.395,0,0.197,Bajo,0,Bajo,0.0044,0.927,0.0686,0.927
TR-00500,-34.8326106136239,-58.4406570124902,Provincia,3656.0,37.6,300,17,400,52,73.2,0.199,0,0.321,Medio,1,Medio,0.0169,0.2426,0.7406,0.7406
TR-00501,-34.8087082526108,-58.4100997752737,Provincia,5501.0,35.5,223,11,315,72,118.0,0.407,0,0.202,Bajo,0,Bajo,0.0262,0.7905,0.1833,0.7905
TR-00502,-34.8221811287329,-58.3745535678347,Provincia,5326.0,34.5,431,20,315,104,189.8,0.655,0,0.296,Medio,1,Medio,0.0773,0.0632,0.8595,0.8595
TR-00503,-34.8327957244267,-58.4427680389792,Provincia,11175.0,36.9,203,15,1000,155,201.9,0.219,1,0.324,Medio,1,Bajo,0.0501,0.4953,0.4546,0.4953
TR-00504,-34.8464372297959,-58.4993428773729,Provincia,8191.0,35.3,187,20,800,179,261.3,0.355,0,0.264,Bajo,0,Bajo,0.0253,0.8017,0.173,0.8017
TR-00505,-34.8014490684669,-58.3036305468646,Provincia,6565.0,37.6,168,15,160,138,195.4,1.327,0,0.365,Alto,1,Alto,0.8866,0.0313,0.0821,0.8866
TR-00506,-34.8158003848538,-58.1990308445178,Provincia,8696.0,36.6,222,17,500,165,286.0,0.622,3,0.412,Alto,1,Alto,0.7966,0.0791,0.1243,0.7966
TR-00507,-34.8426155644452,-58.4792475026704,Provincia,878.0,38.6,56,10,400,56,85.3,0.232,0,0.194,Bajo,0,Bajo,0.0183,0.8604,0.1213,0.8604
TR-00508,-34.6721872781967,-58.3129698007476,Provincia,7071.0,34.8,227,10,500,103,164.4,0.357,2,0.338,Medio,1,Bajo,0.0663,0.502,0.4317,0.502
TR-00509,-34.8130702343097,-58.2910262043968,Provincia,13193.0,36.6,267,23,400,201,378.2,1.028,2,0.434,Alto,1,Alto,0.9202,0.0187,0.0611,0.9202
TR-00510,-34.7835062145563,-58.2314797519807,Provincia,7597.0,32.7,275,18,800,111,193.7,0.263,0,0.223,Bajo,0,Bajo,0.0,0.9199,0.0801,0.9199
TR-00511,-34.729826379136,-58.287976220967,Provincia,7404.0,31.8,150,7,160,158,238.8,1.622,0,0.33,Medio,1,Medio,0.1936,0.1539,0.6525,0.6525
TR-00512,-34.9265599844376,-58.520326332768,Provincia,8844.0,39.2,273,15,315,144,224.6,0.775,0,0.364,Medio,1,Medio,0.1659,0.1769,0.6571,0.6571
TR-00513,-34.9293653976391,-58.6935593346799,Provincia,9887.0,34.4,270,1,1000,153,239.2,0.26,1,0.228,Bajo,0,Bajo,0.0322,0.6626,0.3052,0.6626
TR-00514,-34.6949965500293,-58.3056777183219,Provincia,1208.0,36.3,273,10,250,47,84.3,0.367,3,0.32,Alto,1,Alto,0.7202,0.1066,0.1732,0.7202
TR-00515,-34.843610361104,-58.4869769449597,Provincia,2153.0,34.1,360,21,250,98,130.1,0.566,0,0.332,Medio,1,Medio,0.089,0.0595,0.8515,0.8515
TR-00516,-34.8112886803017,-58.4187735132238,Provincia,7831.0,31.8,147,13,500,86,135.4,0.294,0,0.194,Bajo,0,Bajo,0.0017,0.9752,0.0232,0.9752
TR-00517,-34.832845125441,-58.1893598861986,Provincia,5055.0,33.7,224,15,630,135,183.2,0.316,1,0.26,Bajo,0,Bajo,0.0213,0.8343,0.1444,0.8343
TR-00518,-34.8231609240044,-58.4076013349604,Provincia,11136.0,38.3,100,1,500,157,246.2,0.535,1,0.26,Bajo,0,Bajo,0.0649,0.5984,0.3367,0.5984
TR-00519,-34.8261844061971,-58.420691599549,Provincia,6254.0,35.5,346,11,630,68,85.8,0.148,0,0.262,Medio,1,Medio,0.0025,0.1026,0.8949,0.8949
TR-00520,-34.8322532819251,-58.4186861084799,Provincia,1396.0,28.2,158,16,500,27,31.1,0.068,1,0.184,Bajo,0,Bajo,0.0042,0.9512,0.0446,0.9512
TR-00521,-34.8357596983775,-58.2532096199071,Provincia,3396.0,33.0,385,17,250,28,35.2,0.153,0,0.258,Medio,1,Medio,0.018,0.0948,0.8871,0.8871
TR-00522,-34.8213763708663,-58.2021538689855,Provincia,500.0,39.4,391,21,400,51,85.5,0.232,1,0.455,Medio,1,Medio,0.0158,0.0626,0.9216,0.9216
TR-00523,-34.8330588926304,-58.4203008364782,Provincia,6498.0,33.0,235,13,630,80,146.0,0.252,1,0.284,Bajo,0,Bajo,0.0064,0.9495,0.0441,0.9495
TR-00524,-34.6563536773955,-58.3328402473253,CABA,13830.0,28.7,112,13,630,198,300.6,0.519,0,0.163,Bajo,0,Bajo,0.0172,0.819,0.1638,0.819
TR-00525,-34.7414003544789,-58.2743789089787,Provincia,5927.0,39.8,121,5,315,128,224.0,0.773,0,0.346,Medio,1,Medio,0.1375,0.2308,0.6317,0.6317
TR-00526,-34.8425220515402,-58.477212441974,Provincia,10437.0,35.9,256,13,250,136,209.7,0.912,0,0.337,Medio,1,Medio,0.181,0.2853,0.5338,0.5338
TR-00527,-34.779471398959,-58.225569237173,Provincia,10796.0,33.5,359,5,630,151,205.5,0.355,1,0.283,Medio,1,Medio,0.0123,0.0485,0.9392,0.9392
TR-00528,-34.741811124644,-58.3228593053807,Provincia,6689.0,32.5,288,1,315,76,91.0,0.314,0,0.245,Bajo,0,Bajo,0.0138,0.8943,0.0919,0.8943
TR-00529,-34.8222643756015,-58.3678009635672,Provincia,796.0,37.2,454,6,160,29,58.4,0.397,0,0.29,Medio,1,Medio,0.0626,0.0936,0.8438,0.8438
TR-00530,-34.7810287643694,-58.4235738870904,Provincia,9052.0,32.0,212,25,630,201,262.8,0.453,0,0.259,Bajo,0,Bajo,0.0051,0.8822,0.1127,0.8822
TR-00531,-34.901688332795,-58.6039172075948,Provincia,8866.0,37.4,212,12,400,154,361.3,0.982,1,0.43,Alto,1,Alto,0.8756,0.0284,0.0961,0.8756
TR-00532,-34.8440759171735,-58.4801196831268,Provincia,8128.0,35.4,163,16,315,119,208.1,0.718,2,0.382,Medio,1,Medio,0.0774,0.2089,0.7137,0.7137
TR-00533,-34.8445526664126,-58.4872236279171,Provincia,10144.0,34.5,586,10,160,134,186.2,1.265,1,0.444,Medio,1,Medio,0.1399,0.0233,0.8368,0.8368
TR-00534,-34.6532534477856,-58.3364633126897,CABA,16083.0,35.0,221,1,160,219,341.1,2.317,1,0.412,Medio,1,Medio,0.3508,0.086,0.5632,0.5632
TR-00535,-34.6911084160675,-58.2845756838978,Provincia,13226.0,33.1,347,21,630,190,223.8,0.386,0,0.205,Medio,1,Medio,0.0364,0.0893,0.8743,0.8743
TR-00536,-34.8339243280803,-58.4111393293073,Provincia,4322.0,37.0,362,1,400,70,102.8,0.279,0,0.344,Medio,1,Medio,0.004,0.0764,0.9195,0.9195
TR-00537,-34.8211363866427,-58.3656922906791,Provincia,9448.0,30.9,355,10,250,155,227.9,0.991,0,0.302,Medio,1,Medio,0.1696,0.0504,0.78,0.78
TR-00538,-34.8297736983202,-58.4449995976893,Provincia,2138.0,28.5,170,14,315,31,36.9,0.127,1,0.155,Bajo,0,Bajo,0.0086,0.8906,0.1009,0.8906
TR-00539,-34.7392665514033,-58.2699018146399,Provincia,4409.0,35.7,131,16,250,58,107.2,0.466,1,0.316,Bajo,0,Bajo,0.0274,0.5623,0.4102,0.5623
TR-00540,-35.0403111202005,-58.737683532459,Provincia,11749.0,35.7,235,9,250,178,361.3,1.571,1,0.393,Medio,1,Alto,0.538,0.0552,0.4068,0.538
TR-00541,-34.7009637762941,-58.4592645718078,CABA,8597.0,36.0,152,1,315,102,158.8,0.548,1,0.267,Bajo,0,Bajo,0.057,0.6468,0.2962,0.6468
TR-00542,-34.8209250321637,-58.4973154449836,Provincia,9720.0,35.0,188,8,400,163,286.1,0.777,2,0.322,Medio,1,Medio,0.1554,0.2728,0.5718,0.5718
TR-00543,-34.7814857224045,-58.2329596047655,Provincia,7911.0,32.7,219,9,250,123,184.1,0.8,1,0.25,Bajo,0,Bajo,0.0194,0.6277,0.3529,0.6277
TR-00544,-34.917151098945,-58.6979435097999,Provincia,6885.0,36.2,190,9,315,65,88.2,0.304,1,0.212,Bajo,0,Bajo,0.0848,0.7325,0.1827,0.7325
TR-00545,-34.8256548066313,-58.4147288488455,Provincia,11292.0,33.6,264,21,400,166,224.7,0.611,2,0.316,Bajo,0,Bajo,0.0813,0.6253,0.2934,0.6253
TR-00546,-34.8374207579411,-58.3881534533405,Provincia,6490.0,32.1,256,6,400,64,106.1,0.288,0,0.235,Bajo,0,Bajo,0.0036,0.968,0.0285,0.968
TR-00547,-34.8358983531853,-58.4423554895294,Provincia,1858.0,32.7,490,16,250,68,100.0,0.435,0,0.267,Medio,1,Medio,0.0311,0.0702,0.8987,0.8987
TR-00548,-34.7801459886834,-58.2250741033575,Provincia,4790.0,40.2,328,15,160,80,132.4,0.899,1,0.468,Medio,1,Medio,0.2315,0.0771,0.6914,0.6914
TR-00549,-34.794533776329,-58.4133994520193,Provincia,8854.0,28.1,135,21,160,181,230.0,1.562,0,0.332,Medio,1,Medio,0.1507,0.176,0.6733,0.6733
TR-00550,-34.8408870076463,-58.4674142343081,Provincia,8387.0,35.3,140,13,315,156,358.9,1.238,0,0.338,Medio,1,Medio,0.2627,0.1682,0.5691,0.5691
TR-00551,-34.8012687554146,-58.5012790376332,Provincia,2499.0,28.3,350,20,500,32,30.1,0.065,1,0.211,Medio,1,Medio,0.0043,0.1137,0.8821,0.8821
TR-00552,-34.8372432877406,-58.1871410484332,Provincia,5027.0,33.4,255,13,250,38,59.9,0.26,0,0.237,Bajo,0,Bajo,0.0128,0.8958,0.0914,0.8958
TR-00553,-34.8163633091744,-58.4125799169311,Provincia,5455.0,32.3,570,17,630,75,107.4,0.185,0,0.275,Medio,1,Medio,0.0042,0.0709,0.9249,0.9249
TR-00554,-34.7586178651408,-58.2369874151391,Provincia,6104.0,27.0,570,3,500,71,83.6,0.182,1,0.26,Medio,1,Medio,0.0084,0.0652,0.9264,0.9264
TR-00555,-34.8891331263202,-58.5053642902948,Provincia,3072.0,34.9,163,1,160,111,148.4,1.008,0,0.345,Medio,1,Medio,0.1614,0.1771,0.6615,0.6615
TR-00556,-34.7522975433783,-58.2620057695166,Provincia,5315.0,32.5,290,17,160,92,149.3,1.014,1,0.409,Medio,1,Medio,0.1523,0.1812,0.6665,0.6665
TR-00557,-34.9155373954428,-58.7067213891256,Provincia,5014.0,27.0,141,17,250,112,164.3,0.714,0,0.108,Bajo,0,Bajo,0.0295,0.8056,0.1649,0.8056
TR-00558,-34.8355993012277,-58.2178332324395,Provincia,9515.0,36.4,348,17,160,135,260.5,1.77,0,0.451,Alto,1,Alto,0.9713,0.0008,0.0278,0.9713
TR-00559,-34.8366600091176,-58.3880135068913,Provincia,9627.0,38.3,522,10,400,139,283.2,0.77,2,0.477,Medio,1,Medio,0.2692,0.0656,0.6652,0.6652
TR-00560,-34.751383470175,-58.4600071443687,Provincia,6763.0,38.5,272,24,160,109,197.0,1.338,3,0.578,Alto,1,Alto,0.82,0.0177,0.1623,0.82
TR-00561,-34.8399247159168,-58.4504980532396,Provincia,6024.0,34.8,209,11,630,128,232.0,0.4,0,0.19,Bajo,0,Bajo,0.0103,0.8549,0.1348,0.8549
TR-00562,-34.6980837485971,-58.276154400323,Provincia,7620.0,33.8,304,17,400,128,180.0,0.489,1,0.26,Medio,1,Medio,0.0194,0.0777,0.9029,0.9029
TR-00563,-34.7123638975534,-58.3002633990775,Provincia,4750.0,38.0,380,18,500,59,117.1,0.255,0,0.379,Medio,1,Medio,0.0,0.0482,0.9518,0.9518
TR-00564,-34.8333445638555,-58.4421680009077,Provincia,3760.0,39.1,381,26,500,114,193.1,0.42,0,0.368,Medio,1,Medio,0.049,0.0731,0.8779,0.8779
TR-00565,-34.6877102795608,-58.2749490764466,Provincia,4379.0,37.3,210,12,400,74,109.2,0.297,1,0.26,Bajo,0,Bajo,0.0434,0.6419,0.3147,0.6419
TR-00566,-34.828828229736,-58.2585379637033,Provincia,5296.0,30.7,186,9,800,81,82.2,0.112,0,0.116,Bajo,0,Bajo,0.0027,0.9658,0.0315,0.9658
TR-00567,-34.7513123748682,-58.267409027521,Provincia,3710.0,34.3,283,4,1000,10,10.8,0.012,1,0.249,Bajo,0,Bajo,0.0368,0.7783,0.1849,0.7783
TR-00568,-34.8029012665068,-58.4111989794329,Provincia,7686.0,35.1,216,25,315,136,190.4,0.657,0,0.293,Bajo,0,Bajo,0.0382,0.6327,0.3291,0.6327
TR-00569,-34.7201883811405,-58.295285360896,Provincia,9389.0,27.9,431,17,250,143,209.8,0.912,0,0.288,Medio,1,Medio,0.0654,0.1507,0.7839,0.7839
TR-00570,-34.820779342679,-58.272770085059,Provincia,2439.0,35.2,215,17,315,61,81.9,0.283,0,0.226,Bajo,0,Bajo,0.0197,0.8284,0.1518,0.8284
TR-00571,-34.8153369286071,-58.2704942597224,Provincia,7275.0,41.0,263,36,315,106,238.2,0.822,1,0.435,Medio,1,Medio,0.1096,0.0951,0.7953,0.7953
TR-00572,-34.6841795591956,-58.3037646908179,Provincia,6540.0,35.7,300,16,400,92,145.5,0.395,1,0.382,Medio,1,Medio,0.0255,0.2425,0.732,0.732
TR-00573,-34.8313947427402,-58.4170231455256,Provincia,8225.0,38.4,122,5,315,118,219.1,0.756,0,0.314,Medio,1,Medio,0.0981,0.291,0.6109,0.6109
TR-00574,-34.7206991948379,-58.2947492248597,Provincia,7161.0,34.3,194,13,400,126,214.4,0.583,0,0.254,Bajo,0,Bajo,0.0172,0.771,0.2118,0.771
TR-00575,-34.7101577040062,-58.2975963723809,Provincia,2839.0,33.5,559,7,630,79,90.0,0.155,1,0.291,Medio,1,Medio,0.0229,0.074,0.903,0.903
TR-00576,-34.8359398587727,-58.4569263639584,Provincia,3413.0,34.9,373,11,315,64,115.0,0.397,0,0.338,Medio,1,Medio,0.0179,0.0748,0.9073,0.9073
TR-00577,-34.6984736699182,-58.4570826460573,CABA,19177.0,31.9,134,11,400,281,480.9,1.307,1,0.351,Medio,1,Medio,0.2323,0.2902,0.4775,0.4775
TR-00578,-34.8297477388468,-58.4908312233205,Provincia,10286.0,30.6,348,10,315,149,207.9,0.717,1,0.334,Medio,1,Medio,0.0326,0.1114,0.856,0.856
TR-00579,-34.8284759248946,-58.2064131979513,Provincia,557.0,37.8,428,4,630,23,32.0,0.055,0,0.26,Medio,1,Medio,0.014,0.0976,0.8885,0.8885
TR-00580,-34.7078016962186,-58.2588029187662,Provincia,8237.0,38.1,230,25,500,132,209.2,0.455,1,0.382,Medio,1,Medio,0.0637,0.3068,0.6295,0.6295
TR-00581,-34.7991119653796,-58.3054735182946,Provincia,10769.0,30.5,365,16,160,123,141.3,0.96,0,0.316,Medio,1,Medio,0.1017,0.0517,0.8467,0.8467
TR-00582,-34.6904908058727,-58.2854863681509,Provincia,6741.0,36.8,342,12,500,115,218.6,0.475,0,0.297,Medio,1,Medio,0.0403,0.0433,0.9164,0.9164
TR-00583,-34.7620579609723,-58.1745989644981,Provincia,8851.0,33.4,142,19,250,96,124.3,0.54,0,0.251,Bajo,0,Bajo,0.0182,0.8762,0.1057,0.8762
TR-00584,-34.892368818736,-58.4418733327326,Provincia,5091.0,34.8,230,17,500,64,136.5,0.297,1,0.277,Bajo,0,Bajo,0.0087,0.8565,0.1348,0.8565
TR-00585,-34.986766742829,-58.7028704398843,Provincia,6842.0,35.2,496,16,400,60,69.5,0.189,1,0.361,Medio,1,Medio,0.0055,0.0658,0.9287,0.9287
TR-00586,-34.7906094392374,-58.3116435200698,Provincia,2337.0,36.9,552,19,400,52,76.8,0.209,0,0.308,Medio,1,Medio,0.0033,0.0437,0.953,0.953
TR-00587,-34.8183032574816,-58.2696469583173,Provincia,500.0,34.0,374,15,500,75,159.7,0.347,0,0.301,Medio,1,Medio,0.0128,0.0826,0.9045,0.9045
TR-00588,-34.8358216482584,-58.3986266198301,Provincia,10028.0,38.2,191,19,630,145,215.1,0.371,0,0.321,Medio,1,Bajo,0.0389,0.5546,0.4064,0.5546
TR-00589,-34.84097274896,-58.4707373198759,Provincia,4245.0,34.7,76,19,630,96,125.8,0.217,2,0.29,Bajo,0,Bajo,0.0527,0.7816,0.1657,0.7816
TR-00590,-34.8414805333276,-58.2490505761641,Provincia,5833.0,35.7,178,15,400,157,210.6,0.572,0,0.3,Bajo,0,Bajo,0.0528,0.7428,0.2044,0.7428
TR-00591,-34.694800866622,-58.2791476432752,Provincia,3041.0,31.0,132,12,500,75,105.8,0.23,1,0.192,Bajo,0,Bajo,0.0312,0.9029,0.0659,0.9029
TR-00592,-34.7918292509049,-58.2255946600186,Provincia,2970.0,40.6,513,25,400,45,96.4,0.262,1,0.431,Medio,1,Medio,0.0435,0.0588,0.8976,0.8976
TR-00593,-34.8377908546519,-58.3864082918696,Provincia,6678.0,35.2,99,11,630,93,129.9,0.224,0,0.231,Bajo,0,Bajo,0.0001,0.9156,0.0844,0.9156
TR-00594,-34.8435588862689,-58.4755660335788,Provincia,5011.0,36.0,144,17,630,89,156.0,0.269,0,0.275,Bajo,0,Bajo,0.0046,0.8992,0.0962,0.8992
TR-00595,-34.7150787235745,-58.2993754516051,Provincia,8334.0,28.6,281,17,250,112,180.4,0.784,0,0.224,Bajo,0,Bajo,0.0287,0.7636,0.2077,0.7636
TR-00596,-34.7095829322382,-58.2968972662702,Provincia,8558.0,31.1,254,10,315,117,163.7,0.565,1,0.243,Bajo,0,Bajo,0.0189,0.8674,0.1137,0.8674
TR-00597,-34.9262704711914,-58.6406178216171,Provincia,8163.0,37.7,485,8,315,151,222.6,0.768,2,0.448,Medio,1,Medio,0.3133,0.0407,0.646,0.646
TR-00598,-34.7902966420598,-58.4168864740239,Provincia,7916.0,34.6,332,12,250,149,270.9,1.178,1,0.379,Medio,1,Medio,0.1612,0.0397,0.7991,0.7991
TR-00599,-34.6958831388197,-58.4548237189978,CABA,15346.0,28.4,135,11,315,170,269.8,0.931,1,0.298,Bajo,0,Bajo,0.0366,0.6479,0.3155,0.6479
TR-00600,-34.7445072538247,-58.2723082817876,Provincia,3997.0,37.0,434,4,250,56,71.8,0.312,2,0.385,Medio,1,Medio,0.1151,0.0611,0.8238,0.8238
TR-00601,-34.842278000099,-58.4784269163613,Provincia,7035.0,32.0,211,9,400,101,123.4,0.335,0,0.202,Bajo,0,Bajo,0.0001,0.9761,0.0238,0.9761
TR-00602,-34.7500644008708,-58.3382058054452,Provincia,10598.0,38.2,503,16,250,170,285.1,1.24,2,0.506,Alto,1,Alto,0.8196,0.012,0.1684,0.8196
TR-00603,-34.8067872762905,-58.2149615863355,Provincia,10994.0,33.4,167,23,315,188,289.2,0.998,0,0.346,Medio,1,Medio,0.2135,0.2596,0.5268,0.5268
TR-00604,-35.0346636973535,-58.7311684617181,Provincia,2935.0,34.4,50,18,500,132,198.8,0.432,0,0.211,Bajo,0,Bajo,0.0241,0.8247,0.1511,0.8247
TR-00605,-34.8223307800208,-58.2023889000965,Provincia,6263.0,37.5,250,1,315,92,172.7,0.596,0,0.265,Bajo,0,Bajo,0.0447,0.5276,0.4277,0.5276
TR-00606,-34.7520907342699,-58.3382094410078,Provincia,11274.0,30.8,82,18,400,153,183.6,0.499,1,0.264,Bajo,0,Bajo,0.0028,0.8433,0.1539,0.8433
TR-00607,-34.9010314615282,-58.6006034705274,Provincia,8724.0,30.5,383,10,630,148,147.0,0.254,0,0.226,Medio,1,Medio,0.0021,0.0668,0.9311,0.9311
TR-00608,-34.8205065881679,-58.4095475018119,Provincia,7786.0,33.1,273,17,1000,105,192.5,0.209,1,0.188,Bajo,0,Bajo,0.0051,0.8613,0.1337,0.8613
TR-00609,-34.7146555543234,-58.3002134901197,Provincia,6547.0,36.3,504,14,400,103,143.5,0.39,1,0.373,Medio,1,Medio,0.0125,0.0338,0.9536,0.9536
